lng,lat,val
139.7615,35.666,250
139.762,35.666,290
139.7625,35.666,330
139.763,35.666,370
139.7635,35.666,410
139.764,35.666,450
139.7645,35.666,490
139.765,35.666,530
139.7655,35.666,570
139.766,35.666,610
139.7665,35.666,650
139.767,35.666,610
139.7675,35.666,570
139.768,35.666,530
139.7685,35.666,490
139.769,35.666,450
139.7695,35.666,410
139.77,35.666,370
139.7705,35.666,330
139.771,35.666,290
139.7715,35.666,250
139.7615,35.6665,290
139.762,35.6665,326
139.7625,35.6665,362
139.763,35.6665,398
139.7635,35.6665,434
139.764,35.6665,470
139.7645,35.6665,506
139.765,35.6665,542
139.7655,35.6665,578
139.766,35.6665,614
139.7665,35.6665,650
139.767,35.6665,614
139.7675,35.6665,578
139.768,35.6665,542
139.7685,35.6665,506
139.769,35.6665,470
139.7695,35.6665,434
139.77,35.6665,398
139.7705,35.6665,362
139.771,35.6665,326
139.7715,35.6665,290
139.7615,35.667,330
139.762,35.667,362
139.7625,35.667,394
139.763,35.667,426
139.7635,35.667,458
139.764,35.667,490
139.7645,35.667,522
139.765,35.667,554
139.7655,35.667,586
139.766,35.667,618
139.7665,35.667,650
139.767,35.667,618
139.7675,35.667,586
139.768,35.667,554
139.7685,35.667,522
139.769,35.667,490
139.7695,35.667,458
139.77,35.667,426
139.7705,35.667,394
139.771,35.667,362
139.7715,35.667,330
139.7615,35.6675,370
139.762,35.6675,398
139.7625,35.6675,426
139.763,35.6675,454
139.7635,35.6675,482
139.764,35.6675,510
139.7645,35.6675,538
139.765,35.6675,566
139.7655,35.6675,594
139.766,35.6675,622
139.7665,35.6675,650
139.767,35.6675,622
139.7675,35.6675,594
139.768,35.6675,566
139.7685,35.6675,538
139.769,35.6675,510
139.7695,35.6675,482
139.77,35.6675,454
139.7705,35.6675,426
139.771,35.6675,398
139.7715,35.6675,370
139.7615,35.668,410
139.762,35.668,434
139.7625,35.668,458
139.763,35.668,482
139.7635,35.668,506
139.764,35.668,530
139.7645,35.668,554
139.765,35.668,578
139.7655,35.668,602
139.766,35.668,626
139.7665,35.668,650
139.767,35.668,626
139.7675,35.668,602
139.768,35.668,578
139.7685,35.668,554
139.769,35.668,530
139.7695,35.668,506
139.77,35.668,482
139.7705,35.668,458
139.771,35.668,434
139.7715,35.668,410
139.7615,35.6685,450
139.762,35.6685,470
139.7625,35.6685,490
139.763,35.6685,510
139.7635,35.6685,530
139.764,35.6685,550
139.7645,35.6685,570
139.765,35.6685,590
139.7655,35.6685,610
139.766,35.6685,630
139.7665,35.6685,650
139.767,35.6685,630
139.7675,35.6685,610
139.768,35.6685,590
139.7685,35.6685,570
139.769,35.6685,550
139.7695,35.6685,530
139.77,35.6685,510
139.7705,35.6685,490
139.771,35.6685,470
139.7715,35.6685,450
139.7615,35.669,490
139.762,35.669,506
139.7625,35.669,522
139.763,35.669,538
139.7635,35.669,554
139.764,35.669,570
139.7645,35.669,586
139.765,35.669,602
139.7655,35.669,618
139.766,35.669,634
139.7665,35.669,650
139.767,35.669,634
139.7675,35.669,618
139.768,35.669,602
139.7685,35.669,586
139.769,35.669,570
139.7695,35.669,554
139.77,35.669,538
139.7705,35.669,522
139.771,35.669,506
139.7715,35.669,490
139.7615,35.6695,530
139.762,35.6695,542
139.7625,35.6695,554
139.763,35.6695,566
139.7635,35.6695,578
139.764,35.6695,590
139.7645,35.6695,602
139.765,35.6695,614
139.7655,35.6695,626
139.766,35.6695,638
139.7665,35.6695,650
139.767,35.6695,638
139.7675,35.6695,626
139.768,35.6695,614
139.7685,35.6695,602
139.769,35.6695,590
139.7695,35.6695,578
139.77,35.6695,566
139.7705,35.6695,554
139.771,35.6695,542
139.7715,35.6695,530
139.7615,35.67,570
139.762,35.67,578
139.7625,35.67,586
139.763,35.67,594
139.7635,35.67,602
139.764,35.67,610
139.7645,35.67,618
139.765,35.67,626
139.7655,35.67,634
139.766,35.67,642
139.7665,35.67,650
139.767,35.67,642
139.7675,35.67,634
139.768,35.67,626
139.7685,35.67,618
139.769,35.67,610
139.7695,35.67,602
139.77,35.67,594
139.7705,35.67,586
139.771,35.67,578
139.7715,35.67,570
139.7615,35.6705,610
139.762,35.6705,614
139.7625,35.6705,618
139.763,35.6705,622
139.7635,35.6705,626
139.764,35.6705,630
139.7645,35.6705,634
139.765,35.6705,638
139.7655,35.6705,642
139.766,35.6705,646
139.7665,35.6705,650
139.767,35.6705,646
139.7675,35.6705,642
139.768,35.6705,638
139.7685,35.6705,634
139.769,35.6705,630
139.7695,35.6705,626
139.77,35.6705,622
139.7705,35.6705,618
139.771,35.6705,614
139.7715,35.6705,610
139.7615,35.671,650
139.762,35.671,650
139.7625,35.671,650
139.763,35.671,650
139.7635,35.671,650
139.764,35.671,650
139.7645,35.671,650
139.765,35.671,650
139.7655,35.671,650
139.766,35.671,650
