lng,lat,val
139.7615,35.666,300
139.762,35.666,330
139.7625,35.666,360
139.763,35.666,390
139.7635,35.666,420
139.764,35.666,450
139.7645,35.666,480
139.765,35.666,510
139.7655,35.666,540
139.766,35.666,570
139.7665,35.666,600
139.767,35.666,570
139.7675,35.666,540
139.768,35.666,510
139.7685,35.666,480
139.769,35.666,450
139.7695,35.666,420
139.77,35.666,390
139.7705,35.666,360
139.771,35.666,330
139.7715,35.666,300
139.7615,35.6665,330
139.762,35.6665,357
139.7625,35.6665,384
139.763,35.6665,411
139.7635,35.6665,438
139.764,35.6665,465
139.7645,35.6665,492
139.765,35.6665,519
139.7655,35.6665,546
139.766,35.6665,573
139.7665,35.6665,600
139.767,35.6665,573
139.7675,35.6665,546
139.768,35.6665,519
139.7685,35.6665,492
139.769,35.6665,465
139.7695,35.6665,438
139.77,35.6665,411
139.7705,35.6665,384
139.771,35.6665,357
139.7715,35.6665,330
139.7615,35.667,360
139.762,35.667,384
139.7625,35.667,408
139.763,35.667,432
139.7635,35.667,456
139.764,35.667,480
139.7645,35.667,504
139.765,35.667,528
139.7655,35.667,552
139.766,35.667,576
139.7665,35.667,600
139.767,35.667,576
139.7675,35.667,552
139.768,35.667,528
139.7685,35.667,504
139.769,35.667,480
139.7695,35.667,456
139.77,35.667,432
139.7705,35.667,408
139.771,35.667,384
139.7715,35.667,360
139.7615,35.6675,390
139.762,35.6675,411
139.7625,35.6675,432
139.763,35.6675,453
139.7635,35.6675,474
139.764,35.6675,495
139.7645,35.6675,516
139.765,35.6675,537
139.7655,35.6675,558
139.766,35.6675,579
139.7665,35.6675,600
139.767,35.6675,579
139.7675,35.6675,558
139.768,35.6675,537
139.7685,35.6675,516
139.769,35.6675,495
139.7695,35.6675,474
139.77,35.6675,453
139.7705,35.6675,432
139.771,35.6675,411
139.7715,35.6675,390
139.7615,35.668,420
139.762,35.668,438
139.7625,35.668,456
139.763,35.668,474
139.7635,35.668,492
139.764,35.668,510
139.7645,35.668,528
139.765,35.668,546
139.7655,35.668,564
139.766,35.668,582
139.7665,35.668,600
139.767,35.668,582
139.7675,35.668,564
139.768,35.668,546
139.7685,35.668,528
139.769,35.668,510
139.7695,35.668,492
139.77,35.668,474
139.7705,35.668,456
139.771,35.668,438
139.7715,35.668,420
139.7615,35.6685,450
139.762,35.6685,465
139.7625,35.6685,480
139.763,35.6685,495
139.7635,35.6685,510
139.764,35.6685,525
139.7645,35.6685,540
139.765,35.6685,555
139.7655,35.6685,570
139.766,35.6685,585
139.7665,35.6685,600
139.767,35.6685,585
139.7675,35.6685,570
139.768,35.6685,555
139.7685,35.6685,540
139.769,35.6685,525
139.7695,35.6685,510
139.77,35.6685,495
139.7705,35.6685,480
139.771,35.6685,465
139.7715,35.6685,450
139.7615,35.669,480
139.762,35.669,492
139.7625,35.669,504
139.763,35.669,516
139.7635,35.669,528
139.764,35.669,540
139.7645,35.669,552
139.765,35.669,564
139.7655,35.669,576
139.766,35.669,588
139.7665,35.669,600
139.767,35.669,588
139.7675,35.669,576
139.768,35.669,564
139.7685,35.669,552
139.769,35.669,540
139.7695,35.669,528
139.77,35.669,516
139.7705,35.669,504
139.771,35.669,492
139.7715,35.669,480
139.7615,35.6695,510
139.762,35.6695,519
139.7625,35.6695,528
139.763,35.6695,537
139.7635,35.6695,546
139.764,35.6695,555
139.7645,35.6695,564
139.765,35.6695,573
139.7655,35.6695,582
139.766,35.6695,591
139.7665,35.6695,600
139.767,35.6695,591
139.7675,35.6695,582
139.768,35.6695,573
139.7685,35.6695,564
139.769,35.6695,555
139.7695,35.6695,546
139.77,35.6695,537
139.7705,35.6695,528
139.771,35.6695,519
139.7715,35.6695,510
139.7615,35.67,540
139.762,35.67,546
139.7625,35.67,552
139.763,35.67,558
139.7635,35.67,564
139.764,35.67,570
139.7645,35.67,576
139.765,35.67,582
139.7655,35.67,588
139.766,35.67,594
139.7665,35.67,600
139.767,35.67,594
139.7675,35.67,588
139.768,35.67,582
