lng,lat,val
139.7615,35.666,150
139.762,35.666,210
139.7625,35.666,270
139.763,35.666,330
139.7635,35.666,390
139.764,35.666,450
139.7645,35.666,510
139.765,35.666,570
139.7655,35.666,630
139.766,35.666,690
139.7665,35.666,750
139.767,35.666,690
139.7675,35.666,630
139.768,35.666,570
139.7685,35.666,510
139.769,35.666,450
139.7695,35.666,390
139.77,35.666,330
139.7705,35.666,270
139.771,35.666,210
139.7715,35.666,150
139.7615,35.6665,210
139.762,35.6665,264
139.7625,35.6665,318
139.763,35.6665,372
139.7635,35.6665,426
139.764,35.6665,480
139.7645,35.6665,534
139.765,35.6665,588
139.7655,35.6665,642
139.766,35.6665,696
139.7665,35.6665,750
139.767,35.6665,696
139.7675,35.6665,642
139.768,35.6665,588
139.7685,35.6665,534
139.769,35.6665,480
139.7695,35.6665,426
139.77,35.6665,372
139.7705,35.6665,318
139.771,35.6665,264
139.7715,35.6665,210
139.7615,35.667,270
139.762,35.667,318
139.7625,35.667,366
139.763,35.667,414
139.7635,35.667,462
139.764,35.667,510
139.7645,35.667,558
139.765,35.667,606
139.7655,35.667,654
139.766,35.667,702
139.7665,35.667,750
139.767,35.667,702
139.7675,35.667,654
139.768,35.667,606
139.7685,35.667,558
139.769,35.667,510
139.7695,35.667,462
139.77,35.667,414
139.7705,35.667,366
139.771,35.667,318
139.7715,35.667,270
139.7615,35.6675,330
139.762,35.6675,372
139.7625,35.6675,414
139.763,35.6675,456
139.7635,35.6675,498
139.764,35.6675,540
139.7645,35.6675,582
139.765,35.6675,624
139.7655,35.6675,666
139.766,35.6675,708
139.7665,35.6675,750
139.767,35.6675,708
139.7675,35.6675,666
139.768,35.6675,624
139.7685,35.6675,582
139.769,35.6675,540
139.7695,35.6675,498
139.77,35.6675,456
139.7705,35.6675,414
139.771,35.6675,372
139.7715,35.6675,330
139.7615,35.668,390
139.762,35.668,426
139.7625,35.668,462
139.763,35.668,498
139.7635,35.668,534
139.764,35.668,570
139.7645,35.668,606
139.765,35.668,642
139.7655,35.668,678
139.766,35.668,714
139.7665,35.668,750
139.767,35.668,714
139.7675,35.668,678
139.768,35.668,642
139.7685,35.668,606
139.769,35.668,570
139.7695,35.668,534
139.77,35.668,498
139.7705,35.668,462
139.771,35.668,426
139.7715,35.668,390
139.7615,35.6685,450
139.762,35.6685,480
139.7625,35.6685,510
139.763,35.6685,540
139.7635,35.6685,570
139.764,35.6685,600
139.7645,35.6685,630
139.765,35.6685,660
139.7655,35.6685,690
139.766,35.6685,720
139.7665,35.6685,750
139.767,35.6685,720
139.7675,35.6685,690
139.768,35.6685,660
139.7685,35.6685,630
139.769,35.6685,600
139.7695,35.6685,570
139.77,35.6685,540
139.7705,35.6685,510
139.771,35.6685,480
139.7715,35.6685,450
139.7615,35.669,510
139.762,35.669,534
139.7625,35.669,558
139.763,35.669,582
139.7635,35.669,606
139.764,35.669,630
139.7645,35.669,654
139.765,35.669,678
139.7655,35.669,702
139.766,35.669,726
139.7665,35.669,750
139.767,35.669,726
139.7675,35.669,702
139.768,35.669,678
139.7685,35.669,654
139.769,35.669,630
139.7695,35.669,606
139.77,35.669,582
139.7705,35.669,558
139.771,35.669,534
139.7715,35.669,510
139.7615,35.6695,570
139.762,35.6695,588
139.7625,35.6695,606
139.763,35.6695,624
139.7635,35.6695,642
139.764,35.6695,660
139.7645,35.6695,678
139.765,35.6695,696
139.7655,35.6695,714
139.766,35.6695,732
139.7665,35.6695,750
139.767,35.6695,732
139.7675,35.6695,714
139.768,35.6695,696
139.7685,35.6695,678
139.769,35.6695,660
139.7695,35.6695,642
139.77,35.6695,624
139.7705,35.6695,606
139.771,35.6695,588
139.7715,35.6695,570
139.7615,35.67,630
139.762,35.67,642
139.7625,35.67,654
139.763,35.67,666
139.7635,35.67,678
139.764,35.67,690
139.7645,35.67,702
139.765,35.67,714
139.7655,35.67,726
139.766,35.67,738
139.7665,35.67,750
139.767,35.67,738
139.7675,35.67,726
139.768,35.67,714
139.7685,35.67,702
139.769,35.67,690
139.7695,35.67,678
139.77,35.67,666
139.7705,35.67,654
139.771,35.67,642
139.7715,35.67,630
139.7615,35.6705,690
139.762,35.6705,696
139.7625,35.6705,702
139.763,35.6705,708
139.7635,35.6705,714
139.764,35.6705,720
139.7645,35.6705,726
139.765,35.6705,732
139.7655,35.6705,738
139.766,35.6705,744
139.7665,35.6705,750
139.767,35.6705,744
139.7675,35.6705,738
139.768,35.6705,732
139.7685,35.6705,726
139.769,35.6705,720
139.7695,35.6705,714
139.77,35.6705,708
139.7705,35.6705,702
139.771,35.6705,696
139.7715,35.6705,690
139.7615,35.671,750
139.762,35.671,750
139.7625,35.671,750
139.763,35.671,750
139.7635,35.671,750
139.764,35.671,750
139.7645,35.671,750
139.765,35.671,750
139.7655,35.671,750
139.766,35.671,750
139.7665,35.671,750
139.767,35.671,750
139.7675,35.671,750
139.768,35.671,750
139.7685,35.671,750
139.769,35.671,750
139.7695,35.671,750
139.77,35.671,750
139.7705,35.671,750
139.771,35.671,750
139.7715,35.671,750
139.7615,35.6715,690
139.762,35.6715,696
139.7625,35.6715,702
139.763,35.6715,708
139.7635,35.6715,714
139.764,35.6715,720
139.7645,35.6715,726
139.765,35.6715,732
139.7655,35.6715,738
139.766,35.6715,744
139.7665,35.6715,750
139.767,35.6715,744
139.7675,35.6715,738
139.768,35.6715,732
139.7685,35.6715,726
139.769,35.6715,720
139.7695,35.6715,714
139.77,35.6715,708
139.7705,35.6715,702
139.771,35.6715,696
139.7715,35.6715,690
139.7615,35.672,630
139.762,35.672,642
139.7625,35.672,654
139.763,35.672,666
139.7635,35.672,678
139.764,35.672,690
139.7645,35.672,702
139.765,35.672,714
139.7655,35.672,726
139.766,35.672,738
139.7665,35.672,750
139.767,35.672,738
139.7675,35.672,726
139.768,35.672,714
139.7685,35.672,702
139.769,35.672,690
139.7695,35.672,678
139.77,35.672,666
139.7705,35.672,654
139.771,35.672,642
139.7715,35.672,630
139.7615,35.6725,570
139.762,35.6725,588
139.7625,35.6725,606
139.763,35.6725,624
139.7635,35.6725,642
139.764,35.6725,660
139.7645,35.6725,678
139.765,35.6725,696
139.7655,35.6725,714
139.766,35.6725,732
139.7665,35.6725,750
139.767,35.6725,732
139.7675,35.6725,714
139.768,35.6725,696
139.7685,35.6725,678
139.769,35.6725,660
139.7695,35.6725,642
139.77,35.6725,624
139.7705,35.6725,606
139.771,35.6725,588
139.7715,35.6725,570
139.7615,35.673,510
139.762,35.673,534
139.7625,35.673,558
139.763,35.673,582
139.7635,35.673,606
139.764,35.673,630
139.7645,35.673,654
139.765,35.673,678
139.7655,35.673,702
139.766,35.673,726
139.7665,35.673,750
139.767,35.673,726
139.7675,35.673,702
139.768,35.673,678
139.7685,35.673,654
139.769,35.673,630
139.7695,35.673,606
139.77,35.673,582
139.7705,35.673,558
139.771,35.673,534
139.7715,35.673,510
139.7615,35.6735,450
139.762,35.6735,480
139.7625,35.6735,510
139.763,35.6735,540
139.7635,35.6735,570
139.764,35.6735,600
139.7645,35.6735,630
139.765,35.6735,660
139.7655,35.6735,690
139.766,35.6735,720
139.7665,35.6735,750
139.767,35.6735,720
139.7675,35.6735,690
139.768,35.6735,660
139.7685,35.6735,630
139.769,35.6735,600
139.7695,35.6735,570
139.77,35.6735,540
139.7705,35.6735,510
139.771,35.6735,480
139.7715,35.6735,450
139.7615,35.674,390
139.762,35.674,426
139.7625,35.674,462
139.763,35.674,498
139.7635,35.674,534
139.764,35.674,570
139.7645,35.674,606
139.765,35.674,642
139.7655,35.674,678
139.766,35.674,714
139.7665,35.674,750
139.767,35.674,714
139.7675,35.674,678
139.768,35.674,642
139.7685,35.674,606
139.769,35.674,570
139.7695,35.674,534
139.77,35.674,498
139.7705,35.674,462
139.771,35.674,426
139.7715,35.674,390
139.7615,35.6745,330
139.762,35.6745,372
139.7625,35.6745,414
139.763,35.6745,456
139.7635,35.6745,498
139.764,35.6745,540
139.7645,35.6745,582
139.765,35.6745,624
139.7655,35.6745,666
